readfile	mapping_type	sequence_length	sequence_count	read_count
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	2595	5625
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	3825	8869
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	93789	486644
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	13450	26170
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	7577	18989
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	9749	18691
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	12259	25123
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	17842	42466
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	812814	3090592
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	17376	55909
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	8130	27878
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	11401	97218
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	15153	199905
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	23348	71495
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	857772	5049858
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	24637	596149
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	8976	22367
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	10828	49461
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	14497	37367
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	22104	65697
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	607311	4316504
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	9999	19450
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3591	7424
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	4562	10692
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	5794	24065
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	9351	22119
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	367880	1495005
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	7829	16704
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2553	5592
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	2928	6403
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	3063	6131
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	4428	10578
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	120349	509259
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	9314	17862
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	5728	12040
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	8039	15245
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	10722	20384
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	16429	32251
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/367-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	851905	2859749
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	30648	104382
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	14482	76028
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	18469	181645
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	24748	374911
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	37708	139758
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	1255597	9901651
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	43915	1258004
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	15683	56869
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	18981	100553
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	24486	85706
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	35810	121719
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	917501	7752366
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	15029	28505
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	4901	10994
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	6363	19144
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	7719	42582
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	11984	27162
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	442687	2202015
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	11369	29518
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	3500	8280
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	4181	11135
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	4178	13188
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	5975	16830
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	139963	1159661
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	20130	44923
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	11588	24749
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	15611	35151
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	20022	43078
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	29010	69714
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/376-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	1312343	5790153
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	25384	85468
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	10196	34025
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	12929	111328
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	16975	239918
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	24331	74361
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	864193	4831180
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	28844	691951
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	9688	32218
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	11272	50637
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	14154	40794
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	20363	58425
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	551134	3527112
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	12469	22869
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3561	6808
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	4564	10499
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	5519	26379
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	8561	16295
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	340101	1213021
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	8072	18568
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2608	5938
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	2952	6591
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	2964	5847
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	4195	8467
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	104143	462153
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	29411	70917
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	14054	34292
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	16375	35479
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	19066	42121
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	24079	97555
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/460-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	868771	2906683
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	21472	83397
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	9720	38114
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	13144	114393
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	16966	242481
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	25054	76279
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	858889	4970831
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	27187	756352
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	10028	28296
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	12516	56613
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	15456	60667
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	22526	64609
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	578543	4136109
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	11236	19490
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3756	7298
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	4974	12493
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	6170	11659
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	9150	17537
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	343846	1361656
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	7700	17271
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2517	6277
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	3041	7310
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	2978	5470
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	4010	8730
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	100922	446744
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	17061	32637
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	9186	18574
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	11539	22138
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/485-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	14137	27736
