readfile	mapping_type	sequence_length	sequence_count	read_count
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	9540	26203
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	11742	54162
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	14718	42199
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	21418	62556
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	546254	4168559
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	11539	22315
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	4003	8100
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	5129	12263
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	6304	26512
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	9779	23623
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	359595	1541054
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	7572	16463
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2589	4865
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	3059	6989
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	3026	5974
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	4266	9278
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	105439	517852
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	18697	38892
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	9837	20953
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	12291	24218
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	14998	28258
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	20109	40846
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/260-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	804695	2846444
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	17103	57557
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	7553	25348
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	9874	109987
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	12677	204363
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	19054	62464
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	704173	4827578
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	21088	483842
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	7318	19196
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	9115	45998
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	11332	50237
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	16476	52813
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	464425	3721764
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	9414	19407
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3187	7703
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	3960	10538
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	4816	9600
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	7531	15697
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	304303	1415333
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	5892	13067
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2012	3920
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	2376	5748
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	2210	5302
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	3067	8306
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	87714	414630
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	15884	28906
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	8163	17885
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	10329	20589
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	12379	23388
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	16250	41223
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/26-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	721590	2887127
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	22456	62387
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	9953	30082
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	12590	138053
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	15986	252288
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	23771	72741
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	886837	5084774
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	28050	463985
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	10401	27199
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	12452	57288
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	15339	45134
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	21998	62094
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	635049	4772434
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	11792	21971
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3678	7620
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	4683	13040
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	5589	26400
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	8527	16172
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	343882	1326704
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	7545	18407
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2629	5350
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	3148	7487
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	2965	5961
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	3984	7973
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	103719	463913
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	24968	46379
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	12606	25578
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	15252	28740
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	17562	32487
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	22122	43546
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/30-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	867619	2910727
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	18794	64649
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	8811	30245
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	12303	132137
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	15700	244763
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	23566	76275
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	840057	5136970
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	25792	594362
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	9509	24361
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	11560	57266
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	14533	42581
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	21361	67505
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	571613	4540816
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	10812	19452
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3773	7573
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	4870	12022
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	6075	24300
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	9151	18254
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	345591	1422117
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	8108	18167
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2688	5539
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	3177	7644
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	3184	6538
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	4030	9250
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	104187	515577
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	13006	24925
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	7462	14701
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	9897	18431
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	12458	23520
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	17327	34145
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/310-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	811670	2763614
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	21376	64293
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	9375	33097
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	12384	102583
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	15839	195954
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	23187	72929
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	866021	5337162
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	26735	478383
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	9578	27701
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	11518	52955
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	14415	40635
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	21073	58589
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	582773	4851908
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	10544	19629
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3545	6829
